id_programa,nombre_programa,nivel_academico,nombre_facultad,modalidad,jornada
2794,INGLES INTERMEDIO- NIVEL 1,CURSO ESPECIAL,CENTRO DE GESTION Y DESARROLLO AGROINDUSTRIAL DE ARAUCA,PRESENCIAL,COMPLETA
2795,PRODUCCION AGROPECUARIA,TECNICO,CENTRO DE PRODUCCION Y TRANSFORMACION AGROINDUSTRIAL DE LA ORINOQUIA,PRESENCIAL,COMPLETA
2796,TALLA EN MADERA,CURSO ESPECIAL,CENTRO NAUTICO PESQUERO DE BUENAVENTURA,PRESENCIAL,COMPLETA
2797,ANALISIS DE MUESTRAS QUIMICAS,TECNICO,CENTRO DE GESTION INDUSTRIAL,PRESENCIAL,COMPLETA
2798,VALORACION DE INVENTARIOS.,CURSO ESPECIAL,CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL,PRESENCIAL,COMPLETA
2799,INFORMACION Y SERVICIO AL CLIENTE,TECNICO,"CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA",PRESENCIAL,COMPLETA
2800,MECANICA DE MAQUINARIA INDUSTRIAL,TECNICO,CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,PRESENCIAL,COMPLETA
2801,SUPERVISION DE LA FABRICACION DE PRODUCTOS METALICOS SOLDADOS.,TECNOLOGO,"CENTRO INTERNACIONAL NAUTICO, FLUVIAL Y PORTUARIO",PRESENCIAL,COMPLETA
2802,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,CENTRO INTERNACIONAL DE PRODUCCION LIMPIA - LOPE,VIRTUAL,COMPLETA
2803,SISTEMAS.,TECNICO,CENTRO AGROINDUSTRIAL DEL META,PRESENCIAL,COMPLETA
2804,PREVENCION Y CONTROL AMBIENTAL,TECNOLOGO,CENTRO AGROINDUSTRIAL DEL META,A DISTANCIA,COMPLETA
2805,PATRONAJE Y CONFECCION INDUSTRIAL DE CAMISA MASCULINA.,CURSO ESPECIAL,CENTRO PARA LA INDUSTRIA PETROQUIMICA,PRESENCIAL,COMPLETA
2806,MANEJO DE ADOBE PHOTOSHOP,CURSO ESPECIAL,CENTRO DE DISEÑO TECNOLOGICO INDUSTRIAL,VIRTUAL,COMPLETA
2807,INTERPRETACION DE PLANOS ARQUITECTONICOS,CURSO ESPECIAL,CENTRO DE TECNOLOGIAS AGROINDUSTRIALES,PRESENCIAL,COMPLETA
2808,USO DE EXCEL Y ACCESS PARA EL DESARROLLO DE APLICACIONES ADMINISTRATIVAS EMPRESARIALES,CURSO ESPECIAL,CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL,VIRTUAL,COMPLETA
2809,ENGLISH DOES WORK - LEVEL 7,CURSO ESPECIAL,CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,VIRTUAL,COMPLETA
2810,PLANIFICACION Y CONSTRUCCION DE INFRAESTRUCTURA DE CULTIVOS ACUICOLAS,CURSO ESPECIAL,CENTRO BIOTECNOLOGICO DEL CARIBE,PRESENCIAL,COMPLETA
2811,CONSERVACION DE RECURSOS NATURALES,TECNICO,CENTRO AGROINDUSTRIAL Y FORTALECIMIENTO EMPRESARIAL DE CASANARE,PRESENCIAL,COMPLETA
2812,ELABORACION DE BIOABONOS SOLIDOS,CURSO ESPECIAL,CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL,PRESENCIAL,COMPLETA
2813,HIGIENE Y MANIPULACION DE ALIMENTOS.,CURSO ESPECIAL,CENTRO DE DESARROLLO AGROPECUARIO Y AGROINDUSTRIAL,PRESENCIAL,COMPLETA
2814,MECANICA DE MAQUINARIA INDUSTRIAL,TECNICO,"COMPLEJO TECNOLOGICO AGROINDUSTRIAL, PECUARIO Y TURISTICO",PRESENCIAL,COMPLETA
2815,ATENCION INTEGRAL AL CLIENTE,TECNICO,CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI,VIRTUAL,COMPLETA
2816,COORDINACION DE PROCESOS LOGISTICOS,TECNOLOGO,CENTRO DE DESARROLLO AGROEMPRESARIAL,PRESENCIAL,COMPLETA
2817,INMERSION A LA FOTOGRAFIA DIGITAL,CURSO ESPECIAL,CENTRO DE SERVICIOS Y GESTION EMPRESARIAL,VIRTUAL,COMPLETA
2818,PRODUCCION AGROPECUARIA ECOLOGICA PARA LA SOBERANIA ALIMENTARIA,CURSO ESPECIAL,CENTRO DE DESARROLLO AGROEMPRESARIAL Y TURISTICO DEL HUILA,PRESENCIAL,COMPLETA
2819,ENFERMERIA.,TECNICO,CENTRO DE SERVICIOS EMPRESARIALES Y TURISTICOS,PRESENCIAL,COMPLETA
2820,PROGRAMACION DE APLICACIONES PARA DISPOSITIVOS MOVILES,TECNICO,CENTRO LATINOAMERICANO DE ESPECIES MENORES,VIRTUAL,COMPLETA
2821,SUPERVISION DE REDES DE DISTRIBUCION DE ENERGIA ELECTRICA,TECNOLOGO,CENTRO AGROPECUARIO DE BUGA,PRESENCIAL,COMPLETA
2822,PILATES CON BANDAS ELASTICAS,CURSO ESPECIAL,CENTRO DE FORMACION EN ACTIVIDAD FISICA Y CULTURA,PRESENCIAL,COMPLETA
2823,"DISEÑO, LIQUIDACION Y PAGO DE NOMINA.",CURSO ESPECIAL,CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL,PRESENCIAL,COMPLETA
2824,ACCIONES DE PREVENCION EN SALUD MENTAL,CURSO ESPECIAL,CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL,VIRTUAL,COMPLETA
2825,ACTUALIZACION DEL SISTEMA DE GESTION DE SEGURIDAD Y SALUD EN EL TRABAJO SG-SST,CURSO ESPECIAL,CENTRO DE INDUSTRIA Y SERVICIOS DEL META,VIRTUAL,COMPLETA
2826,"ELECTRONICA : MAGNITUDES, LEYES Y APLICACIONES.",CURSO ESPECIAL,CENTRO DE TECNOLOGIA DE LA MANUFACTURA AVANZADA.,VIRTUAL,COMPLETA
2827,DESARROLLO MULTIMEDIA Y WEB,TECNOLOGO,CENTRO DE MATERIALES Y ENSAYOS,VIRTUAL,COMPLETA
2828,ENGLISH DOES WORK - LEVEL 7,CURSO ESPECIAL,CENTRO DE DESARROLLO AGROEMPRESARIAL Y TURISTICO DEL HUILA,VIRTUAL,COMPLETA
2829,ADMINISTRACION Y CONTROL DE INVENTARIOS,CURSO ESPECIAL,"CENTRO DE GESTION DE MERCADOS, LOGISTICA Y TECNOLOGIAS DE LA INFORMACION",VIRTUAL,COMPLETA
2830,PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE,TECNICO,CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,PRESENCIAL,COMPLETA
2831,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,CENTRO DE DESARROLLO AGROEMPRESARIAL,VIRTUAL,COMPLETA
2832,GESTION DE RECURSOS NATURALES,TECNOLOGO,CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL,PRESENCIAL,COMPLETA
2833,LEVANTAMIENTOS TOPOGRAFICOS Y GEORREFERENCIACION,TECNOLOGO,CENTRO DE GESTION AGROEMPRESARIAL DEL ORIENTE,PRESENCIAL,COMPLETA
2834,MANEJO DE CULTIVOS EN AGRICULTURA URBANA,CURSO ESPECIAL,CENTRO LATINOAMERICANO DE ESPECIES MENORES,PRESENCIAL,COMPLETA
2835,PROCESOS DE PANADERIA,OPERARIO,CENTRO AGROINDUSTRIAL,PRESENCIAL,COMPLETA
2836,PROGRAMACION DE SOFTWARE .,TECNICO,CENTRO INDUSTRIAL Y DE ENERGIAS ALTERNATIVAS,PRESENCIAL,COMPLETA
2837,PANIFICACION,TECNICO,CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL,PRESENCIAL,COMPLETA
2838,QUIMICO TEXTIL,TECNOLOGO,CENTRO DE MANUFACTURA EN TEXTILES Y CUERO,PRESENCIAL,COMPLETA
2839,OPERACION DE EVENTOS,TECNICO,CENTRO AGROECOLOGICO Y EMPRESARIAL,PRESENCIAL,COMPLETA
2840,SOLDADURA DE PRODUCTOS METALICOS EN PLATINA,TECNICO,CENTRO AGROEMPRESARIAL,PRESENCIAL,COMPLETA
2841,PEDAGOGIA HUMANA.,CURSO ESPECIAL,CENTRO AGROTURISTICO,VIRTUAL,COMPLETA
2842,FUNDAMENTOS DE DISEÑO GRAFICO,CURSO ESPECIAL,CENTRO DE DESARROLLO AGROEMPRESARIAL Y TURISTICO DEL HUILA,PRESENCIAL,COMPLETA
2843,SERVICIOS DE AGENCIAS DE VIAJES,TECNICO,CENTRO NAUTICO PESQUERO DE BUENAVENTURA,PRESENCIAL,COMPLETA
2844,PRODUCCION DE MULTIMEDIA,TECNOLOGO,"CENTRO DE ELECTRICIDAD, ELECTRONICA Y TELECOMUNICACIONES",PRESENCIAL,COMPLETA
2845,OPERACIONES DE COMERCIO EXTERIOR,TECNICO,CENTRO AGROEMPRESARIAL,VIRTUAL,COMPLETA
2846,SISTEMA DE GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO SG-SST,CURSO ESPECIAL,CENTRO DE TECNOLOGIAS DEL TRANSPORTE,VIRTUAL,COMPLETA
2847,ENFERMERIA.,TECNICO,CENTRO DE COMERCIO Y TURISMO,PRESENCIAL,COMPLETA
2848,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,COMPLEJO TECNOLOGICO PARA LA GESTION AGROEMPRESARIAL,VIRTUAL,COMPLETA
2849,OPERACION DE MAQUINARIA PESADA PARA EXCAVACION.,TECNICO,CENTRO AGROECOLOGICO Y EMPRESARIAL,PRESENCIAL,COMPLETA
2850,RESCATE INDUSTRIAL EN TRABAJO EN ALTURAS,CURSO ESPECIAL,CENTRO INDUSTRIAL Y DEL DESARROLLO TECNOLOGICO,PRESENCIAL,COMPLETA
2851,COCINA.,TECNICO,CENTRO DE SERVICIOS EMPRESARIALES Y TURISTICOS,PRESENCIAL,COMPLETA
2852,INTRODUCCION A SISTEMAS DE AUTOMATIZACION,CURSO ESPECIAL,CENTRO METALMECANICO,VIRTUAL,COMPLETA
2853,ASISTENCIA EN ORGANIZACION DE ARCHIVOS .,TECNICO,CENTRO AGROFORESTAL Y ACUICOLA ARAPAIMA,PRESENCIAL,COMPLETA
2854,SERVICIOS Y OPERACIONES MICROFINANCIERAS,TECNICO,CENTRO DE INDUSTRIA Y CONSTRUCCION,VIRTUAL,COMPLETA
2855,SOLDADURA DE ACEROS DISIMILES CON PROCESO GTAW EN POSICIONES 1F Y 2F,CURSO ESPECIAL,CENTRO PARA LA INDUSTRIA PETROQUIMICA,PRESENCIAL,COMPLETA
2856,"ACEITES ESENCIALES: EXTRACCION, USOS Y APLICACIONES",CURSO ESPECIAL,CENTRO PARA LA BIODIVERSIDAD Y EL TURISMO DEL AMAZONAS,VIRTUAL,COMPLETA
2857,INSTALACIONES ELECTRICAS DOMICILIARIAS.,CURSO ESPECIAL,CENTRO INDUSTRIAL DE MANTENIMIENTO Y MANUFACTURA,VIRTUAL,COMPLETA
2858,AUDITORIA INTERNA DE CALIDAD - NTC ISO 9001,CURSO ESPECIAL,CENTRO AGROEMPRESARIAL Y MINERO,VIRTUAL,COMPLETA
2859,PRODUCCION DE MEDIOS AUDIOVISUALES DIGITALES,TECNOLOGO,CENTRO DE DESARROLLO AGROINDUSTRIAL Y EMPRESARIAL,PRESENCIAL,COMPLETA
2860,PROGRAMACION DE SOFTWARE .,TECNICO,CENTRO LATINOAMERICANO DE ESPECIES MENORES,PRESENCIAL,COMPLETA
2861,GESTION EMPRESARIAL,TECNOLOGO,CENTRO DE BIOTECNOLOGIA INDUSTRIAL,PRESENCIAL,COMPLETA
2862,PRODUCCION AGROPECUARIA ECOLOGICA,TECNOLOGO,COMPLEJO TECNOLOGICO PARA LA GESTION AGROEMPRESARIAL,PRESENCIAL,COMPLETA
2863,ENFERMERIA.,TECNICO,"CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS",PRESENCIAL,COMPLETA
2864,"GESTION INTEGRADA DE LA CALIDAD, MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL",TECNOLOGO,CENTRO ATENCION SECTOR AGROPECUARIO,PRESENCIAL,COMPLETA
2865,"GESTION INTEGRADA DE LA CALIDAD, MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL",TECNOLOGO,CENTRO DE COMERCIO Y SERVICIOS,PRESENCIAL,COMPLETA
2866,DESARROLLO PUBLICITARIO,TECNOLOGO,CENTRO AGROPECUARIO DE BUGA,VIRTUAL,COMPLETA
2867,CONSTRUCCION DE EDIFICACIONES,TECNICO,CENTRO DE INDUSTRIA Y SERVICIOS DEL META,PRESENCIAL,COMPLETA
2868,CONTEXTUALIZACION DEL TURISMO COMUNITARIO,CURSO ESPECIAL,"CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA",PRESENCIAL,COMPLETA
2869,ANALISIS FINANCIERO.,CURSO ESPECIAL,CENTRO DE LA TECNOLOGIA DEL DISEÑO Y LA PRODUCTIVIDAD EMPRESARIAL,VIRTUAL,COMPLETA
2870,GESTION EMPRESARIAL,TECNOLOGO,CENTRO AGROEMPRESARIAL Y ACUICOLA,PRESENCIAL,COMPLETA
2871,DECORACION DE ESPACIOS INTERIORES,TECNOLOGO,CENTRO TECNOLOGICO DEL MOBILIARIO,PRESENCIAL,COMPLETA
2872,GESTION DE LA PROPIEDAD HORIZONTAL,TECNOLOGO,CENTRO DE GESTION ADMINISTRATIVA,PRESENCIAL,COMPLETA
2873,INSTALACION DE SISTEMAS ELECTRICOS RESIDENCIALES Y COMERCIALES,TECNICO,CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,PRESENCIAL,COMPLETA
2874,ASISTENCIA ADMINISTRATIVA .,TECNICO,CENTRO AGROTURISTICO,PRESENCIAL,COMPLETA
2875,GESTION DE SERVICIOS RECREATIVOS,TECNOLOGO,CENTRO DE FORMACION EN ACTIVIDAD FISICA Y CULTURA,PRESENCIAL,COMPLETA
2876,INFORMACION Y SERVICIO AL CLIENTE,TECNICO,CENTRO DE SERVICIOS Y GESTION EMPRESARIAL,PRESENCIAL,COMPLETA
2877,FABRICACION DE PRODUCTOS DE ASEO PARA EL HOGAR,CURSO ESPECIAL,CENTRO AGROPECUARIO DE BUGA,PRESENCIAL,COMPLETA
2878,GESTION INTEGRAL DEL TRANSPORTE,TECNOLOGO,CENTRO DE SERVICIOS Y GESTION EMPRESARIAL,VIRTUAL,COMPLETA
2879,PASTELERIA.,CURSO ESPECIAL,"CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS",VIRTUAL,COMPLETA
2880,FORTALECIMIENTO PEDAGOGICO COMUNITARIO EN LA PRIMERA INFANCIA,CURSO ESPECIAL,CENTRO NACIONAL COLOMBO ALEMAN,PRESENCIAL,COMPLETA
2881,HABILIDADES PARA CREAR REDES Y ALIANZAS DE VALOR EN EL ENTORNO LABORAL.,CURSO ESPECIAL,CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL,VIRTUAL,COMPLETA
2882,ELABORACION DE NUDOS EN MACRAME,CURSO ESPECIAL,CENTRO TECNOLOGICO DEL MOBILIARIO,PRESENCIAL,COMPLETA
2883,MONITOREO AMBIENTAL,TECNICO,CENTRO DE GESTION Y DESARROLLO SOSTENIBLE SURCOLOMBIANO,PRESENCIAL,COMPLETA
2884,MANTENIMIENTO DE VEHICULOS LIVIANOS,TECNICO,CENTRO INDUSTRIAL DE MANTENIMIENTO Y MANUFACTURA,PRESENCIAL,COMPLETA
2885,DESARROLLO DE LA INTELIGENCIA EMOCIONAL EN LO PERSONAL Y LABORAL.,CURSO ESPECIAL,CENTRO DE SERVICIOS Y GESTION EMPRESARIAL,VIRTUAL,COMPLETA
2886,"GENERACION, TRANSFORMACION Y USO DE LA ENERGIA ELECTRICA",CURSO ESPECIAL,CENTRO PARA LA INDUSTRIA PETROQUIMICA,VIRTUAL,COMPLETA
2887,FUNDAMENTOS BASICOS EN SALUD OCUPACIONAL,CURSO ESPECIAL,CENTRO DE COMERCIO Y SERVICIOS,PRESENCIAL,COMPLETA
2888,ELABORACION DEL PRESUPUESTO PARA EL MANEJO DE LAS FINANZAS PERSONALES,CURSO ESPECIAL,"COMPLEJO TECNOLOGICO AGROINDUSTRIAL, PECUARIO Y TURISTICO",PRESENCIAL,COMPLETA
2889,GESTION ADMINISTRATIVA DEL SECTOR SALUD.,TECNOLOGO,CENTRO DE SERVICIOS DE SALUD,PRESENCIAL,COMPLETA
2890,PREVENCION Y CONTROL AMBIENTAL,TECNOLOGO,CENTRO DE DESARROLLO AGROEMPRESARIAL Y TURISTICO DEL HUILA,PRESENCIAL,COMPLETA
2891,INTERPRETACION DE PLANOS PARA MAQUINARIA INDUSTRIAL,CURSO ESPECIAL,CENTRO DE INDUSTRIA Y CONSTRUCCION,VIRTUAL,COMPLETA
2892,GESTION AGROEMPRESARIAL,TECNOLOGO,CENTRO DE TECNOLOGIAS AGROINDUSTRIALES,VIRTUAL,COMPLETA
2893,ELABORACION DE BORDADO FLORENTINO,CURSO ESPECIAL,CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,PRESENCIAL,COMPLETA
2894,MANTENIMIENTO ELECTROMECANICO INDUSTRIAL,TECNOLOGO,CENTRO PARA LA INDUSTRIA PETROQUIMICA,PRESENCIAL,COMPLETA
2895,MANTENIMIENTO Y ENSAMBLE DE EQUIPOS ELECTRONICOS.,TECNICO,CENTRO NACIONAL COLOMBO ALEMAN,PRESENCIAL,COMPLETA
2896,EFECTOS DE ACABADOS,CURSO ESPECIAL,CENTRO DE OPERACION Y MANTENIMIENTO MINERO,PRESENCIAL,COMPLETA
2897,SERVICE OPERATION IN BILINGUAL BPO CHANNELS,TECNICO,CENTRO DE COMERCIO Y SERVICIOS,PRESENCIAL,COMPLETA
2898,MANEJO DE ADOBE PHOTOSHOP,CURSO ESPECIAL,CENTRO INDUSTRIAL Y DEL DESARROLLO TECNOLOGICO,VIRTUAL,COMPLETA
2899,ANIMACION DIGITAL,TECNOLOGO,CENTRO DE DESARROLLO AGROEMPRESARIAL,VIRTUAL,COMPLETA
2900,APLICACION DE LOS SENSORES EN LOS CIRCUITOS ELECTRICOS DE LA INDUSTRIA,CURSO ESPECIAL,CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI,VIRTUAL,COMPLETA
2901,IMPLEMENTACION DE REDES Y SERVICIOS DE TELECOMUNICACIONES,TECNOLOGO,"CENTRO DE ELECTRICIDAD, ELECTRONICA Y TELECOMUNICACIONES",PRESENCIAL,COMPLETA
2902,MANEJO RACIONAL DE PLAGUICIDAS,CURSO ESPECIAL,CENTRO AGROPECUARIO DE BUGA,PRESENCIAL,COMPLETA
2903,GANADERIA INTENSIVA DE DOBLE PROPOSITO,CURSO ESPECIAL,"CENTRO DE RECURSOS NATURALES, INDUSTRIA Y BIODIVERSIDAD",VIRTUAL,COMPLETA
2904,COCINA.,TECNICO,"CENTRO DE LA INNOVACION, LA AGROINDUSTRIA Y LA AVIACION",PRESENCIAL,COMPLETA
2905,PROCESAMIENTO DE ALIMENTOS,TECNOLOGO,CENTRO AGROINDUSTRIAL DEL META,PRESENCIAL,COMPLETA
2906,GESTION CONTABLE Y DE INFORMACION FINANCIERA,TECNOLOGO,CENTRO DE DESARROLLO AGROEMPRESARIAL Y TURISTICO DEL HUILA,PRESENCIAL,COMPLETA
2907,PROCESAMIENTO DE ALIMENTOS,TECNOLOGO,CENTRO INTERNACIONAL DE PRODUCCION LIMPIA - LOPE,PRESENCIAL,COMPLETA
2908,GESTION DE MERCADOS,TECNOLOGO,CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,PRESENCIAL,COMPLETA
2909,MECANIZACION AGRICOLA,TECNOLOGO,CENTRO ACUICOLA Y AGROINDUSTRIAL DE GAIRA,PRESENCIAL,COMPLETA
2910,MANEJO INTEGRADO DE PLAGAS EN SALUD PUBLICA,CURSO ESPECIAL,CENTRO DE SERVICIOS DE SALUD,PRESENCIAL,COMPLETA
2911,OPERACION TURISTICA LOCAL,TECNICO,CENTRO PARA LA BIODIVERSIDAD Y EL TURISMO DEL AMAZONAS,PRESENCIAL,COMPLETA
2912,MANTENIMIENTO DE EQUIPOS DE COMPUTO.,TECNICO,CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL,PRESENCIAL,COMPLETA
2913,CONFIGURACION DE ENRUTADORES Y SWITCHES,CURSO ESPECIAL,CENTRO NACIONAL COLOMBO ALEMAN,PRESENCIAL,COMPLETA
2914,PRODUCCION GANADERA,TECNOLOGO,CENTRO AGROPECUARIO LA GRANJA,PRESENCIAL,COMPLETA
2915,PLANEACION PARA PROCESOS ADMINISTRATIVOS.,CURSO ESPECIAL,CENTRO AGROINDUSTRIAL,VIRTUAL,COMPLETA
2916,GESTION CONTABLE Y DE INFORMACION FINANCIERA,TECNOLOGO,CENTRO DE LA TECNOLOGIA DEL DISEÑO Y LA PRODUCTIVIDAD EMPRESARIAL,PRESENCIAL,COMPLETA
2917,ANALITICA DE DATOS PARA PROCESOS LOGISTICOS,CURSO ESPECIAL,CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,VIRTUAL,COMPLETA
2918,MANIPULACION DE PRODUCTOS QUIMICOS,CURSO ESPECIAL,CENTRO DE INDUSTRIA Y SERVICIOS DEL META,PRESENCIAL,COMPLETA
2919,PRODUCCION DE MULTIMEDIA,TECNOLOGO,CENTRO DE OPERACION Y MANTENIMIENTO MINERO,PRESENCIAL,COMPLETA
2920,LEGISLACION TURISTICA,CURSO ESPECIAL,CENTRO PARA LA BIODIVERSIDAD Y EL TURISMO DEL AMAZONAS,VIRTUAL,COMPLETA
2921,MANTENIMIENTO ELECTROMECANICO INDUSTRIAL .,TECNOLOGO,CENTRO INDUSTRIAL DE MANTENIMIENTO Y MANUFACTURA,PRESENCIAL,COMPLETA
2922,COORDINACION DE SERVICIOS HOTELEROS,TECNOLOGO,CENTRO DE INDUSTRIA Y SERVICIOS DEL META,PRESENCIAL,COMPLETA
2923,TECNICAS DE COMUNICACION EN EL NIVEL GERENCIAL,CURSO ESPECIAL,CENTRO DEL DISEÑO Y MANUFACTURA DEL CUERO,VIRTUAL,COMPLETA
2924,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,CENTRO DE TECNOLOGIAS DEL TRANSPORTE,VIRTUAL,COMPLETA
2925,"SERVICIO AL CLIENTE: UN RETO PERSONAL,",CURSO ESPECIAL,"CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA",VIRTUAL,COMPLETA
2926,OPERACIONES COMERCIALES,TECNICO,CENTRO DE GESTION TECNOLOGICA DE SERVICIOS,PRESENCIAL,COMPLETA
2927,PRODUCCION AGROPECUARIA,TECNICO,CENTRO AGROINDUSTRIAL Y PESQUERO DE LA COSTA PACIFICA,PRESENCIAL,COMPLETA
2928,CONTROL DE CALIDAD DE PRODUCTOS CARNICOS,CURSO ESPECIAL,CENTRO DE INDUSTRIA Y CONSTRUCCION,VIRTUAL,COMPLETA
2929,RECURSOS HUMANOS .,TECNICO,COMPLEJO TECNOLOGICO MINERO AGROEMPRESARIAL,PRESENCIAL,COMPLETA
2930,ACOGIDA APRENDICES,EVENTO,CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI,PRESENCIAL,COMPLETA
2931,CUENTAS CONTABLES,CURSO ESPECIAL,"CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA",VIRTUAL,COMPLETA
2932,REENTRENAMIENTO EN TRABAJO EN ALTURAS PARA TRABAJADOR AUTORIZADO,CURSO ESPECIAL,CENTRO PARA EL DESARROLLO TECNOLOGICO DE LA CONSTRUCCION Y LA INDUSTRIA,PRESENCIAL,COMPLETA
2933,CONSTRUCCIONES LIVIANAS INDUSTRIALIZADAS EN SECO,TECNICO,CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,PRESENCIAL,COMPLETA
2934,DESARROLLO METODOLOGICO DE UN PROYECTO DE INVESTIGACION FORMATIVO,CURSO ESPECIAL,CENTRO DE COMERCIO Y SERVICIOS,PRESENCIAL,COMPLETA
2935,COMPORTAMIENTO EMPRENDEDOR,CURSO ESPECIAL,"COMPLEJO TECNOLOGICO, TURISTICO Y AGROINDUSTRIAL DEL OCCIDENTE ANTIOQUEÑO",PRESENCIAL,COMPLETA
2936,ADMINISTRACION DE RECURSOS HUMANOS,CURSO ESPECIAL,CENTRO AGROPECUARIO DE BUGA,VIRTUAL,COMPLETA
2937,DISEÑAR PAGINAS WEB CON HTML Y JAVASCRIP,CURSO ESPECIAL,CENTRO NACIONAL COLOMBO ALEMAN,PRESENCIAL,COMPLETA
2938,INTERPRETACION Y TRADUCCION EN LENGUA DE SEÑAS COLOMBIANA (LSC) - ESPAÑOL,TECNOLOGO,CENTRO DE SERVICIOS DE SALUD,A DISTANCIA,COMPLETA
2939,PRODUCCION GANADERA,TECNOLOGO,CENTRO AGROPECUARIO DE BUGA,PRESENCIAL,COMPLETA
2940,MANTENIMIENTO ELECTRICO Y CONTROL ELECTRONICO DE AUTOMOTORES,TECNICO,CENTRO DE TECNOLOGIA DE LA MANUFACTURA AVANZADA.,PRESENCIAL,COMPLETA
2941,GESTION DE LA PROPIEDAD HORIZONTAL,TECNOLOGO,CENTRO DE SERVICIOS Y GESTION EMPRESARIAL,PRESENCIAL,COMPLETA
2942,OPERACIONES COMERCIALES EN RETAIL,TECNICO,CENTRO DE SERVICIOS EMPRESARIALES Y TURISTICOS,VIRTUAL,COMPLETA
2943,DESARROLLO DE PROCESOS DE MERCADEO,TECNOLOGO,"CENTRO DE LA INNOVACION, LA AGROINDUSTRIA Y LA AVIACION",PRESENCIAL,COMPLETA
2944,SERVICIO AL CLIENTE,CURSO ESPECIAL,"COMPLEJO TECNOLOGICO AGROINDUSTRIAL, PECUARIO Y TURISTICO",PRESENCIAL,COMPLETA
2945,PROCESOS DE MANUFACTURA.,TECNICO,CENTRO NACIONAL COLOMBO ALEMAN,PRESENCIAL,COMPLETA
2946,ATENCION AL CLIENTE POR MEDIOS TECNOLOGICOS.,CURSO ESPECIAL,CENTRO DE MANUFACTURA EN TEXTILES Y CUERO,VIRTUAL,COMPLETA
2947,ENFERMERIA.,TECNICO,CENTRO DE SERVICIOS DE SALUD,PRESENCIAL,COMPLETA
2948,REENTRENAMIENTO EN TRABAJO EN ALTURAS PARA TRABAJADOR AUTORIZADO,CURSO ESPECIAL,CENTRO DE BIOTECNOLOGIA INDUSTRIAL,PRESENCIAL,COMPLETA
2949,COMERCIO DE PRODUCTOS SOSTENIBLES,TECNICO,CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL,VIRTUAL,COMPLETA
2950,GESTION ADMINISTRATIVA,TECNOLOGO,CENTRO DE INDUSTRIA Y SERVICIOS DEL META,PRESENCIAL,COMPLETA
2951,"HIGIENE Y MANIPULACION DE ALIMENTOS,",CURSO ESPECIAL,"CENTRO DE LA INNOVACION, LA AGROINDUSTRIA Y LA AVIACION",VIRTUAL,COMPLETA
2952,MANEJO BASICO DE HERRAMIENTAS OFIMATICAS I,CURSO ESPECIAL,CENTRO DE LA CONSTRUCCION,PRESENCIAL,COMPLETA
2953,ENTRENAMIENTO DEPORTIVO,TECNOLOGO,CENTRO AGROECOLOGICO Y EMPRESARIAL,PRESENCIAL,COMPLETA
