id_estudiante,tipo_iden_est,edad,grupo_edad,genero,estrato,estrato_num,grupo_estrato,origen_geografico,departamento,lugar_expedicion
2524,C.C.,22,21-25,F,2,2.0,BAJO,SAMACÁ,SAMACÁ,SAMACÁ
2525,C.C.,20,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,GAMEZA
2526,T.I.,17,16-20,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
2527,C.C.,30,26-30,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2528,C.C.,22,21-25,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
2529,C.C.,20,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2530,C.C.,29,26-30,M,3,3.0,MEDIO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2531,T.I.,18,16-20,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2532,C.C.,31,31+,M,,,,DUITAMA,DUITAMA,DUITAMA
2533,C.C.,21,21-25,M,3,3.0,MEDIO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,SUTAMARCHÁN
2534,C.C.,18,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2535,C.C.,24,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2536,C.C.,19,16-20,M,2,2.0,BAJO,TAURAMENA,TAURAMENA,SOGAMOSO
2537,C.C.,19,16-20,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
2538,C.C.,28,26-30,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,TIBASOSA
2539,C.C.,18,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2540,C.C.,23,21-25,F,2,2.0,BAJO,DUITAMA,DUITAMA,SANTA ROSA DE VITERBO
2541,T.I.,19,16-20,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2542,T.I.,18,16-20,F,1,1.0,BAJO,SOCHA,SOCHA,SOCHA
2543,C.C.,25,21-25,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,SOGAMOSO
2544,C.C.,18,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2545,C.C.,26,26-30,M,2,2.0,BAJO,FLORESTA,FLORESTA,GAMEZA
2546,C.C.,19,16-20,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2547,C.C.,22,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2548,C.C.,20,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2549,C.C.,23,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2550,T.I.,18,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2551,C.C.,25,21-25,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,TUNJA
2552,C.C.,27,26-30,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,TIBASOSA
2553,C.C.,28,26-30,M,,,,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
2554,C.C.,18,16-20,M,2,2.0,BAJO,VALLEDUPAR,VALLEDUPAR,SOGAMOSO
2555,C.C.,18,16-20,M,3,3.0,MEDIO,DUITAMA,DUITAMA,DUITAMA
2556,T.I.,17,16-20,M,3,3.0,MEDIO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
2557,T.I.,17,16-20,M,1,1.0,BAJO,AGUAZUL,AGUAZUL,AGUAZUL
2558,C.C.,24,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2559,T.I.,18,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,PAIPA
2560,T.I.,18,16-20,F,2,2.0,BAJO,VILLAVICENCIO,VILLAVICENCIO,YOPAL
2561,C.C.,22,21-25,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,TUNJA
2562,C.C.,18,16-20,F,1,1.0,BAJO,TUNJA,TUNJA,TURMEQUÉ
2563,C.C.,18,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2564,C.C.,18,16-20,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2565,C.C.,23,21-25,M,1,1.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
2566,T.I.,18,16-20,M,1,1.0,BAJO,YOPAL,YOPAL,PAZ DE ARIPORO
2567,C.C.,21,21-25,M,3,3.0,MEDIO,SOGAMOSO,SOGAMOSO,TUNJA
2568,C.C.,20,16-20,M,3,3.0,MEDIO,YOPAL,YOPAL,TUNJA
2569,T.I.,20,16-20,F,1,1.0,BAJO,SOATÁ,SOATÁ,CHITA
2570,C.C.,19,16-20,M,1,1.0,BAJO,DUITAMA,DUITAMA,ARAUCA
2571,C.C.,21,21-25,F,2,2.0,BAJO,MONIQUIRÁ,MONIQUIRÁ,MONIQUIRÁ
2572,C.C.,18,16-20,F,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
2573,C.C.,19,16-20,M,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
2574,C.C.,20,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2575,C.C.,27,26-30,F,2,2.0,BAJO,PAIPA,PAIPA,PAIPA
2576,C.C.,20,16-20,M,2,2.0,BAJO,TENJO,TENJO,TENJO
2577,C.C.,19,16-20,M,3,3.0,MEDIO,MONIQUIRÁ,MONIQUIRÁ,MONIQUIRÁ
2578,C.C.,19,16-20,M,2,2.0,BAJO,YOPAL,YOPAL,BOGOTÁ D.C.
2579,C.C.,19,16-20,F,2,2.0,BAJO,SANTA ROSA DE VITERBO,SANTA,TUTA
2580,C.C.,18,16-20,F,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
2581,C.C.,24,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2582,C.C.,20,16-20,M,1,1.0,BAJO,DUITAMA,DUITAMA,DUITAMA
2583,C.C.,24,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2584,C.C.,30,26-30,M,3,3.0,MEDIO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
2585,C.C.,26,26-30,F,,,,TIBANÁ,TIBANÁ,TIBANÁ
2586,C.C.,30,26-30,F,,,,BOGOTA D.E,BOGOTA,PAIPA
2587,C.C.,26,26-30,M,1,1.0,BAJO,BOGOTA D.E,BOGOTA,TUTA
2588,C.C.,24,21-25,M,1,1.0,BAJO,MOGOTES,MOGOTES,MOGOTES
2589,C.C.,22,21-25,M,2,2.0,BAJO,SARAVENA,SARAVENA,TAME
2590,C.C.,26,26-30,M,2,2.0,BAJO,YOPAL,YOPAL,YOPAL
2591,C.C.,19,16-20,M,2,2.0,BAJO,DUITAMA,DUITAMA,TIBASOSA
2592,T.I.,18,16-20,F,2,2.0,BAJO,DUITAMA,DUITAMA,BELÉN
2593,T.I.,19,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2594,C.C.,20,16-20,M,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
2595,C.C.,26,26-30,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2596,C.C.,21,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2597,C.C.,18,16-20,F,1,1.0,BAJO,TRINIDAD,TRINIDAD,TRINIDAD
2598,C.C.,19,16-20,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
2599,C.C.,19,16-20,F,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
2600,C.C.,23,21-25,M,1,1.0,BAJO,TAURAMENA,TAURAMENA,TAURAMENA
2601,C.C.,30,26-30,M,2,2.0,BAJO,RAMIRIQUÍ,RAMIRIQUÍ,RAMIRIQUÍ
2602,C.C.,18,16-20,M,2,2.0,BAJO,SAMACÁ,SAMACÁ,TUNJA
2603,C.C.,29,26-30,M,2,2.0,BAJO,MONIQUIRÁ,MONIQUIRÁ,MONIQUIRÁ
2604,C.C.,23,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2605,C.C.,23,21-25,M,2,2.0,BAJO,BARBOSA,BARBOSA,BARBOSA
2606,C.C.,30,26-30,M,1,1.0,BAJO,SOGAMOSO,SOGAMOSO,IZA
2607,T.I.,17,16-20,M,3,3.0,MEDIO,DUITAMA,DUITAMA,DUITAMA
2608,T.I.,18,16-20,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
2609,C.C.,22,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2610,C.C.,23,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2611,C.C.,23,21-25,M,1,1.0,BAJO,PAIPA,PAIPA,PAIPA
2612,T.I.,17,16-20,M,3,3.0,MEDIO,DUITAMA,DUITAMA,PUERTO BOYACÁ
2613,T.I.,17,16-20,F,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
2614,C.C.,25,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2615,C.C.,23,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2616,C.C.,23,21-25,F,2,2.0,BAJO,DUITAMA,DUITAMA,PAIPA
2617,C.C.,19,16-20,F,1,1.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,YOPAL
2618,C.C.,19,16-20,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,TURMEQUÉ
2619,C.C.,19,16-20,M,2,2.0,BAJO,RAMIRIQUÍ,RAMIRIQUÍ,RAMIRIQUÍ
2620,C.C.,18,16-20,M,2,2.0,BAJO,EL ESPINO,EL,EL ESPINO
2621,C.C.,20,16-20,M,3,3.0,MEDIO,CHOCONTÁ,CHOCONTÁ,VILLAPINZÓN
2622,C.C.,21,21-25,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
2623,C.C.,19,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2624,C.C.,20,16-20,F,1,1.0,BAJO,TUNJA,TUNJA,JENESANO
2625,C.C.,20,16-20,M,1,1.0,BAJO,PAMPLONA,PAMPLONA,PAMPLONA
2626,C.C.,21,21-25,M,2,2.0,BAJO,IBAGUÉ,IBAGUÉ,YOPAL
2627,C.C.,20,16-20,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2628,C.C.,18,16-20,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2629,T.I.,17,16-20,M,1,1.0,BAJO,YOPAL,YOPAL,AGUAZUL
2630,C.C.,20,16-20,M,4,4.0,MEDIO,BOGOTÁ D.C.,BOGOTÁ,TUNJA
2631,T.I.,22,21-25,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,NOBSA
2632,C.C.,25,21-25,M,3,3.0,MEDIO,SAN GIL,SAN,SAN GIL
2633,C.C.,24,21-25,F,2,2.0,BAJO,SOCHA,SOCHA,DUITAMA
2634,C.C.,22,21-25,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2635,C.C.,22,21-25,F,1,1.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
2636,C.C.,17,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2637,C.C.,24,21-25,F,2,2.0,BAJO,MONIQUIRÁ,MONIQUIRÁ,TUNJA
2638,C.C.,25,21-25,M,2,2.0,BAJO,BARBOSA,BARBOSA,BARBOSA
2639,C.C.,20,16-20,F,1,1.0,BAJO,SOGAMOSO,SOGAMOSO,DUITAMA
2640,C.C.,22,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2641,T.I.,17,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2642,C.C.,18,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2643,C.C.,19,16-20,F,1,1.0,BAJO,SOATÁ,SOATÁ,SOATÁ
2644,T.I.,19,16-20,F,2,2.0,BAJO,BOGOTA D.E,BOGOTA,CHITARAQUE
2645,C.C.,19,16-20,M,2,2.0,BAJO,TINJACÁ,TINJACÁ,TINJACÁ
2646,C.C.,22,21-25,M,2,2.0,BAJO,SOATÁ,SOATÁ,TUNJA
2647,C.C.,18,16-20,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
2648,C.C.,21,21-25,F,1,1.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2649,C.C.,24,21-25,F,,,,TUNJA,TUNJA,TUNJA
2650,C.C.,37,31+,F,,,,BUCARAMANGA,BUCARAMANGA,BUCARAMANGA
2651,C.C.,24,21-25,F,,,,LA BELLEZA,LA,LA BELLEZA
2652,C.C.,32,31+,F,1,1.0,BAJO,TRINIDAD,TRINIDAD,TRINIDAD
2653,C.C.,21,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2654,C.C.,25,21-25,M,1,1.0,BAJO,DUITAMA,DUITAMA,SOGAMOSO
2655,C.C.,21,21-25,F,2,2.0,BAJO,TUTA,TUTA,TUTA
2656,C.C.,18,16-20,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2657,C.C.,19,16-20,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,TUNJA
2658,C.C.,21,21-25,M,2,2.0,BAJO,VILLANUEVA,VILLANUEVA,VILLANUEVA
2659,C.C.,24,21-25,F,2,2.0,BAJO,PUERTO LÓPEZ,PUERTO,SOGAMOSO
2660,C.C.,21,21-25,F,2,2.0,BAJO,CERRITO,CERRITO,CERRITO
2661,C.C.,29,26-30,F,2,2.0,BAJO,BARRANQUILLA,BARRANQUILLA,DUITAMA
2662,C.C.,19,16-20,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
2663,C.C.,21,21-25,F,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
2664,C.C.,27,26-30,F,2,2.0,BAJO,PAIPA,PAIPA,PAIPA
2665,C.C.,24,21-25,F,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,BOGOTÁ D.C.
2666,C.C.,22,21-25,F,3,3.0,MEDIO,TUNJA,TUNJA,PAIPA
2667,C.C.,24,21-25,M,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
2668,C.C.,22,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,ARCABUCO
2669,C.C.,25,21-25,M,3,3.0,MEDIO,DUITAMA,DUITAMA,DUITAMA
2670,C.C.,20,16-20,M,4,4.0,MEDIO,TUNJA,TUNJA,TUNJA
2671,C.C.,25,21-25,M,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
2672,C.C.,25,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2673,C.C.,27,26-30,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2674,C.C.,22,21-25,M,1,1.0,BAJO,UMBITA,UMBITA,MOTAVITA
2675,C.C.,24,21-25,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,DUITAMA
2676,C.C.,21,21-25,M,2,2.0,BAJO,SANTA ROSA DE VITERBO,SANTA,TUNJA
2677,C.C.,22,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2678,C.C.,18,16-20,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
2679,C.C.,34,31+,M,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
2680,T.I.,16,16-20,M,2,2.0,BAJO,TOCA,TOCA,TOCA
2681,C.C.,25,21-25,F,1,1.0,BAJO,YOPAL,YOPAL,TUNJA
2682,C.C.,27,26-30,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2683,C.C.,31,31+,M,1,1.0,BAJO,MONIQUIRÁ,MONIQUIRÁ,BARBOSA
2684,C.C.,32,31+,F,1,1.0,BAJO,BOGOTA D.E,BOGOTA,BOGOTÁ D.C.
2685,C.C.,21,21-25,M,2,2.0,BAJO,CHITA,CHITA,SÁCAMA
2686,C.C.,28,26-30,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2687,C.C.,23,21-25,M,3,3.0,MEDIO,FLORENCIA,FLORENCIA,NEIVA
2688,C.C.,26,26-30,M,2,2.0,BAJO,CHÍQUIZA,CHÍQUIZA,MOTAVITA
2689,C.C.,33,31+,F,3,3.0,MEDIO,TUNJA,TUNJA,SORA
2690,C.C.,20,16-20,F,1,1.0,BAJO,SOCOTÁ,SOCOTÁ,SOCOTÁ
2691,C.C.,23,21-25,M,3,3.0,MEDIO,BERBEO,BERBEO,BOGOTÁ D.C.
2692,C.C.,23,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,SOTAQUIRÁ
2693,C.C.,21,21-25,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
2694,C.C.,19,16-20,M,3,3.0,MEDIO,LA PALMA,LA,TUNJA
2695,C.C.,21,21-25,M,2,2.0,BAJO,CHITA,CHITA,TUNJA
2696,C.C.,18,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2697,T.I.,16,16-20,M,1,1.0,BAJO,YOPAL,YOPAL,YOPAL
2698,C.C.,25,21-25,F,1,1.0,BAJO,YOPAL,YOPAL,AGUAZUL
2699,C.C.,39,31+,F,,,,TUNJA,TUNJA,TUNJA
2700,C.C.,27,26-30,M,,,,SAN ANDRÉS,SAN,SAN ANDRÉS
2701,C.C.,28,26-30,M,2,2.0,BAJO,CÓMBITA,CÓMBITA,CÓMBITA
2702,C.C.,31,31+,M,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
2703,C.C.,19,16-20,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
2704,C.C.,23,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2705,C.C.,23,21-25,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
2706,T.I.,17,16-20,F,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
2707,C.C.,19,16-20,M,1,1.0,BAJO,GARAGOA,GARAGOA,GARAGOA
2708,C.C.,23,21-25,M,3,3.0,MEDIO,MOSQUERA,MOSQUERA,TUNJA
2709,C.C.,22,21-25,F,2,2.0,BAJO,LA MESA,LA,CIÉNEGA
2710,C.C.,22,21-25,M,2,2.0,BAJO,SAMACÁ,SAMACÁ,SAMACÁ
2711,C.C.,20,16-20,M,3,3.0,MEDIO,TUNJA,TUNJA,VILLA DE LEYVA
2712,C.C.,26,26-30,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2713,C.C.,19,16-20,M,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2714,C.C.,39,31+,M,2,2.0,BAJO,EL ESPINO,EL,EL ESPINO
2715,C.C.,29,26-30,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,TAME
2716,T.I.,18,16-20,M,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
2717,C.C.,47,31+,M,1,1.0,BAJO,PIEDRAS,PIEDRAS,BOGOTÁ D.C.
2718,C.C.,19,16-20,M,2,2.0,BAJO,TAURAMENA,TAURAMENA,TAURAMENA
2719,C.C.,19,16-20,M,1,1.0,BAJO,VILLANUEVA,VILLANUEVA,MONTERREY
2720,C.C.,20,16-20,F,3,3.0,MEDIO,AGUAZUL,AGUAZUL,AGUAZUL
2721,C.C.,22,21-25,M,2,2.0,BAJO,CÚCUTA,CÚCUTA,AGUAZUL
2722,C.C.,38,31+,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
2723,C.C.,25,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2724,C.C.,22,21-25,F,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
2725,C.C.,27,26-30,F,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
2726,C.C.,23,21-25,F,3,3.0,MEDIO,PAIPA,PAIPA,VILLAVICENCIO
2727,C.C.,26,26-30,F,2,2.0,BAJO,BELÉN,BELÉN,BELÉN
2728,C.C.,21,21-25,M,2,2.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
2729,C.C.,28,26-30,F,1,1.0,BAJO,SOATÁ,SOATÁ,SOATÁ
2730,T.I.,22,21-25,F,3,3.0,MEDIO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2731,C.C.,32,31+,M,1,1.0,BAJO,PUERTO RICO,PUERTO,BOGOTÁ D.C.
2732,C.C.,34,31+,M,1,1.0,BAJO,VILLAVICENCIO,VILLAVICENCIO,ACACÍAS
2733,C.C.,29,26-30,M,2,2.0,BAJO,TUNJA,TUNJA,SIACHOQUE
2734,C.C.,32,31+,M,1,1.0,BAJO,VILLA DE LEYVA,VILLA,VILLA DE LEYVA
2735,C.C.,21,21-25,M,3,3.0,MEDIO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
2736,C.C.,21,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,VENTAQUEMADA
2737,C.C.,19,16-20,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
2738,C.C.,22,21-25,F,1,1.0,BAJO,GARAGOA,GARAGOA,GARAGOA
2739,C.C.,39,31+,F,1,1.0,BAJO,TOCA,TOCA,BOGOTA D.E
2740,C.C.,20,16-20,F,1,1.0,BAJO,EL BANCO,EL,EL BANCO
2741,C.C.,23,21-25,F,1,1.0,BAJO,SANTA MARTA,SANTA,SANTA MARTA
2742,C.C.,19,16-20,F,1,1.0,BAJO,EL BANCO,EL,EL BANCO
2743,T.I.,18,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2744,C.C.,27,26-30,M,3,3.0,MEDIO,TUNJA,TUNJA,TUNJA
2745,C.C.,19,16-20,M,1,1.0,BAJO,SIACHOQUE,SIACHOQUE,TUNJA
2746,C.C.,18,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2747,C.C.,29,26-30,M,1,1.0,BAJO,TUNJA,TUNJA,TUNJA
2748,C.C.,20,16-20,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,TUNJA
2749,T.I.,16,16-20,M,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
2750,C.C.,24,21-25,M,3,3.0,MEDIO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
2751,C.C.,27,26-30,M,2,2.0,BAJO,BARBOSA,BARBOSA,BARBOSA
2752,C.C.,39,31+,M,1,1.0,BAJO,DUITAMA,DUITAMA,PAIPA
2753,C.C.,18,16-20,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
2754,C.C.,19,16-20,M,2,2.0,BAJO,DUITAMA,DUITAMA,PAIPA
2755,C.C.,21,21-25,M,2,2.0,BAJO,CAJAMARCA,CAJAMARCA,TASCO
2756,T.I.,17,16-20,F,2,2.0,BAJO,GUATEQUE,GUATEQUE,GUATEQUE
2757,C.C.,19,16-20,M,2,2.0,BAJO,VILLA DE LEYVA,VILLA,VILLA DE LEYVA
2758,C.C.,18,16-20,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2759,T.I.,16,16-20,M,1,1.0,BAJO,YOPAL,YOPAL,YOPAL
2760,C.C.,25,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2761,C.C.,33,31+,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2762,C.C.,24,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2763,C.C.,25,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,SORACÁ
2764,C.C.,33,31+,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,VÉLEZ
2765,C.C.,20,16-20,F,2,2.0,BAJO,RAMIRIQUÍ,RAMIRIQUÍ,RAMIRIQUÍ
2766,C.C.,22,21-25,F,1,1.0,BAJO,SÁCHICA,SÁCHICA,SÁCHICA
2767,C.C.,18,16-20,F,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2768,C.C.,48,31+,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2769,C.C.,24,21-25,M,2,2.0,BAJO,TUNJA,TUNJA,TUNJA
2770,T.I.,18,16-20,F,,,,RAMIRIQUÍ,RAMIRIQUÍ,TUNJA
2771,T.I.,17,16-20,F,2,2.0,BAJO,FACATATIVÁ,FACATATIVÁ,RÁQUIRA
2772,T.I.,17,16-20,F,2,2.0,BAJO,FLANDES,FLANDES,BOGOTÁ D.C.
2773,T.I.,17,16-20,F,2,2.0,BAJO,GAMBITA,GAMBITA,GAMBITA
2774,C.C.,18,16-20,F,2,2.0,BAJO,VENTAQUEMADA,VENTAQUEMADA,VENTAQUEMADA
2775,C.C.,18,16-20,F,2,2.0,BAJO,LETICIA,LETICIA,LETICIA
2776,C.C.,22,21-25,F,2,2.0,BAJO,TUNJA,TUNJA,VENTAQUEMADA
2777,C.C.,33,31+,F,3,3.0,MEDIO,SORA,SORA,SORA
2778,C.C.,24,21-25,M,1,1.0,BAJO,TUNJA,TUNJA,TOCA
2779,C.C.,24,21-25,F,2,2.0,BAJO,GARAGOA,GARAGOA,MACANAL
2780,C.C.,27,26-30,F,1,1.0,BAJO,PLATO,PLATO,ARIGUANÍ
2781,C.C.,22,21-25,F,2,2.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTÁ D.C.
2782,C.C.,27,26-30,F,2,2.0,BAJO,PAIPA,PAIPA,PAIPA
2783,C.C.,39,31+,F,1,1.0,BAJO,MACANAL,MACANAL,MACANAL
2784,C.C.,23,21-25,F,1,1.0,BAJO,EL BANCO,EL,EL BANCO
2785,C.C.,20,16-20,F,1,1.0,BAJO,CIÉNAGA,CIÉNAGA,CIÉNAGA
2786,C.C.,26,26-30,F,2,2.0,BAJO,SANTA MARTA,SANTA,SANTA MARTA
2787,C.C.,37,31+,M,2,2.0,BAJO,SANTA MARTA,SANTA,MADRID
2788,C.C.,22,21-25,F,1,1.0,BAJO,CIÉNAGA,CIÉNAGA,CIÉNAGA
2789,C.C.,28,26-30,F,1,1.0,BAJO,FUNDACIÓN,FUNDACIÓN,EL COPEY
2790,C.C.,23,21-25,F,2,2.0,BAJO,CONCORDIA,CONCORDIA,CONCORDIA
2791,C.C.,31,31+,F,1,1.0,BAJO,ARACATACA,ARACATACA,ARACATACA
2792,C.C.,29,26-30,F,1,1.0,BAJO,YOPAL,YOPAL,YOPAL
2793,C.C.,34,31+,F,1,1.0,BAJO,CHIQUINQUIRÁ,CHIQUINQUIRÁ,CHIQUINQUIRÁ
2794,C.C.,23,21-25,F,2,2.0,BAJO,GARAGOA,GARAGOA,GARAGOA
2795,C.C.,19,16-20,F,2,2.0,BAJO,GARAGOA,GARAGOA,GARAGOA
2796,C.C.,36,31+,F,1,1.0,BAJO,BOGOTÁ D.C.,BOGOTÁ,BOGOTA D.E
2797,C.C.,19,16-20,F,2,2.0,BAJO,SANTA ROSA DE VITERBO,SANTA,PAZ DE ARIPORO
2798,C.C.,20,16-20,M,1,1.0,BAJO,DUITAMA,DUITAMA,DUITAMA
2799,C.C.,27,26-30,M,2,2.0,BAJO,DUITAMA,DUITAMA,DUITAMA
2800,C.C.,42,31+,F,2,2.0,BAJO,SOGAMOSO,SOGAMOSO,SOGAMOSO
