periodo,nombre_facultad,nombre_programa,nivel_académico,jornada,modalidad,no_estudiantes,periodo_año,periodo_semestre,institucion,tipo_desercion
PRIMER SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN INFANTIL,PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN LENGUAS MODERNAS, CON ENFASIS EN INGLES",PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMÁTICA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA EDUCACION,ARTES PLÁSTICAS Y VISUALES,PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA EDUCACION,ESPECIALIZACION EN GERENCIA EDUCACIONAL,ESPECIALIZACION,OTRA,PRESENCIAL,2,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA EDUCACION,MAESTRIA EN AMBIENTES EDUCATIVOS MEDIADOS POR TIC,MAESTRIA,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA EDUCACION,MAESTRIA EN HISTORIA,MAESTRIA,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA EDUCACION,DOCTORADO EN HISTORIA,DOCTORADO,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",PREGRADO,OTRA,DISTANCIA,8,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION BASICA PRIMARIA,PREGRADO,EXTENDIDA,DISTANCIA,4,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA SALUD,PSICOLOGIA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA SALUD,MEDICINA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS DE LA SALUD,ESPECIALIZACION EN SEGURIDAD Y SALUD EN EL TRABAJO,ESPECIALIZACION,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,ECONOMIA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,ECONOMIA,PREGRADO,NOCTURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,PREGRADO,NOCTURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,PREGRADO,NOCTURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,ESPECIALIZACION EN ALTA GERENCIA EN MERCADOTECNIA,ESPECIALIZACION,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,ESPECIALIZACION EN NORMAS INTERNACIONALES DE INFORMACION FINANCIERA (NIIF),ESPECIALIZACION,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,MAESTRÍA EN FINANZAS,MAESTRIA,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,DERECHO Y CIENCIAS  SOCIALES,DERECHO,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,DERECHO Y CIENCIAS  SOCIALES,DERECHO,PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,DERECHO Y CIENCIAS  SOCIALES,MAESTRIA EN DERECHOS HUMANOS,MAESTRIA,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS,ESPECIALIZACION,OTRA,VIRTUAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,ESPECIALIZACION EN PEDAGOGIA DE LA LENGUA CASTELLANA Y LITERATURA,ESPECIALIZACION,OTRA,VIRTUAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,MAESTRIA EN DIDACTICA DE LA MATEMATICA,MAESTRIA,EXTENDIDA,VIRTUAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNOLOGIA EN OBRAS CIVILES,TECNOLOGIA,OTRA,DISTANCIA,5,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNOLOGIA EN REGENCIA DE FARMACIA,TECNOLOGIA,OTRA,DISTANCIA,5,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNOLOGIA EN ELECTRICIDAD,TECNOLOGIA,OTRA,DISTANCIA,4,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS,TECNOLOGIA,OTRA,DISTANCIA,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,TECNICA,OTRA,VIRTUAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNOLOGIA  EN GESTION AGROINDUSTRIAL,TECNOLOGIA,OTRA,VIRTUAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,ADMINISTRACION AGROINDUSTRIAL,PREGRADO,OTRA,VIRTUAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNOLOGIA DE  PROGRAMACION DE SISTEMAS INFORMATICOS,TECNOLOGIA,OTRA,DISTANCIA,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNICO PROFESIONAL EN PRODUCCION Y TRANSFORMACION DEL ACERO,TECNICA,OTRA,DISTANCIA,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNOLOGIA EN  GESTION DE PRODUCCION Y TRANSFOMACION DEL ACERO,TECNOLOGIA,OTRA,DISTANCIA,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES,TECNICA,OTRA,DISTANCIA,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNOLOGIA EN TELEMATICA,TECNOLOGIA,OTRA,DISTANCIA,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,TECNICA,OTRA,VIRTUAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD,TECNOLOGIA,OTRA,VIRTUAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,ADMINISTRACION DE SERVICIOS DE SALUD,PREGRADO,OTRA,VIRTUAL,2,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,TECNICA,OTRA,VIRTUAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA,TECNOLOGIA,OTRA,VIRTUAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,ADMINISTRACION COMERCIAL Y FINANCIERA,PREGRADO,OTRA,VIRTUAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,TECNICA,OTRA,VIRTUAL,5,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,TECNICA,OTRA,VIRTUAL,6,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA,TECNOLOGIA,OTRA,VIRTUAL,4,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,ADMINISTRACION COMERCIAL Y FINANCIERA,PREGRADO,OTRA,VIRTUAL,3,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,TECNICA,OTRA,VIRTUAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD,TECNOLOGIA,OTRA,VIRTUAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,ESTUDIOS A DISTANCIA,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,TECNOLOGIA,OTRA,DISTANCIA,3,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,INGENIERIA,INGENIERIA CIVIL,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,INGENIERIA,INGENIERIA METALURGICA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,PREGRADO,DIURNA,PRESENCIAL,2,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,INGENIERIA,INGENIERIA AMBIENTAL,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,INGENIERIA,ARQUITECTURA,PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,INGENIERIA,ESPECIALIZACION EN INGENIERIA AMBIENTAL,ESPECIALIZACION,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,INGENIERIA,ESPECIALIZACION EN ESTRUCTURAS,ESPECIALIZACION,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,INGENIERIA,ESPECIALIZACION EN BASES DE DATOS,ESPECIALIZACION,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,INGENIERIA,MAESTRÍA EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN,MAESTRIA,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,INGENIERIA,TECNICO PROFESIONAL EN PRODUCCION Y TRANSFORMACION DEL ACERO,TECNICA,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,PREGRADO,NOCTURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL DUITAMA,LICENCIATURA EN TECNOLOGIA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL DUITAMA,ADMINISTRACION TURISTICA Y HOTELERA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL DUITAMA,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL DUITAMA,ADMINISTRACION INDUSTRIAL,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL DUITAMA,DISEÑO INDUSTRIAL,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL DUITAMA,ESPECIALIZACIÓN EN DISEÑO DE MAQUINARIA Y EQUIPO,ESPECIALIZACION,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL DUITAMA,ESPECIALIZACIÓN EN INFORMÁTICA PARA LA DOCENCIA,ESPECIALIZACION,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL DUITAMA,MAESTRÍA EN GESTIÓN ESTRATÉGICA DE PROYECTOS,MAESTRIA,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL DUITAMA,MAESTRIA EN ENERGIAS RENOVABLES,MAESTRIA,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,INGENIERIA GEOLOGICA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,INGENIERIA DE MINAS,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,FINANZAS Y COMERCIO INTERNACIONAL,PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,ESPECIALIZACION EN INGENIERIA DE PRODUCCION Y OPERACIONES,ESPECIALIZACION,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,ESPECIALIZACIÓN EN GESTIÓN Y AUDITORÍA TRIBUTARIA,ESPECIALIZACION,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,ESPECIALIZACION EN SEGURIDAD Y SALUD EN EL TRABAJO,ESPECIALIZACION,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,ESPECIALIZACION EN GESTION AMBIENTAL,ESPECIALIZACION,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,ESPECIALIZACION EN GERENCIA TALENTO HUMANO,ESPECIALIZACION,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,ESPECIALIZACION EN GEOTECNIA VIAL,ESPECIALIZACION,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,ESPECIALIZACION EN AUTOMATIZACION INDUSTRIAL,ESPECIALIZACION,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,ESPECIALIZACIÓN EN SALUD OCUPACIONAL Y PREVENCIÓN DE RIESGOS LABORALES,ESPECIALIZACION,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
PRIMER SEMESTRE 2022,SECCIONAL SOGAMOSO,MAESTRIA EN ADMINISTRACION,MAESTRIA,OTRA,PRESENCIAL,1,2022.0,1,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS,FISICA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS,BIOLOGIA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS,MATEMATICAS,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS,QUIMICA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS,ESPECIALIZACION EN SEGURIDAD Y CALIDAD ALIMENTARIA,ESPECIALIZACION,OTRA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS AGROPECUARIAS,ESPECIALIZACION EN NUTRICION Y ALIMENTACION ANIMAL,ESPECIALIZACION,EXTENDIDA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS AGROPECUARIAS,MAESTRIA EN CIENCIAS VETERINARIAS,MAESTRIA,OTRA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,PREGRADO,NOCTURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,PREGRADO,DIURNA,PRESENCIAL,2,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION PREESCOLAR,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MUSICA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN ARTES PLASTICAS,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES,PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN INFANTIL,PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN LENGUAS MODERNAS, CON ENFASIS EN INGLES",PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMÁTICA,PREGRADO,DIURNA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,ARTES PLÁSTICAS Y VISUALES,PREGRADO,EXTENDIDA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,ESPECIALIZACION EN GERENCIA EDUCACIONAL,ESPECIALIZACION,OTRA,PRESENCIAL,2,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,ESPECIALIZACION EN ARCHIVISTICA,ESPECIALIZACION,OTRA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,MAESTRIA EN EDUCACION MATEMATICA,MAESTRIA,OTRA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,MAESTRIA EN GESTION EDUCATIVA,MAESTRIA,OTRA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,MAESTRIA EN LINGUISTICA,MAESTRIA,OTRA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,MAESTRIA  EN GEOGRAFIA,MAESTRIA,OTRA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,MAESTRIA EN EDUCACION,MAESTRIA,OTRA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
SEGUNDO SEMESTRE 2022,CIENCIAS DE LA EDUCACION,DOCTORADO EN CIENCIAS DE LA EDUCACION,DOCTORADO,OTRA,PRESENCIAL,1,2022.0,2,UPTC,NO_ACADEMICA
