periodo,nombre_facultad,nombre_programa,jornada,modalidad,nombre_sede,tipo_iden_est,fecha_nacimiento,genero,estrato,nombre_estado,origen_geografico,lugar_expedicion,edad,grupo_edad,periodo_año,periodo_semestre,estrato_num,grupo_estrato,institucion,tipo_desercion,es_desertor
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA METALURGICA,DIURNA,PRESENCIAL,TUNJA,C.C.,1995-02-06,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,MIRAFLORES,MIRAFLORES,28,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA METALURGICA,DIURNA,PRESENCIAL,TUNJA,C.C.,1994-03-26,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,TUNJA,29,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA METALURGICA,DIURNA,PRESENCIAL,TUNJA,C.C.,1999-03-11,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,DUITAMA,24,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA METALURGICA,DIURNA,PRESENCIAL,TUNJA,C.C.,1996-06-05,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,CHIQUINQUIRÁ,OTANCHE,27,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA METALURGICA,DIURNA,PRESENCIAL,TUNJA,C.C.,1996-11-17,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,SÁCHICA,SÁCHICA,27,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA METALURGICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-11-20,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,23,21-25,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA METALURGICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-07-27,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,PAIPA,TUNJA,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA METALURGICA,DIURNA,PRESENCIAL,TUNJA,C.C.,1994-09-16,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,29,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA METALURGICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-09-11,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1999-05-17,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,AQUITANIA,SOGAMOSO,24,21-25,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1994-08-07,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,IBAGUÉ,ZETAQUIRA,29,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNA,PRESENCIAL,TUNJA,T.I.,2002-11-19,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,21,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-10-22,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1998-09-07,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,VILLA DE LEYVA,VILLA DE LEYVA,25,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1999-09-24,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,24,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2002-05-11,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,RAMIRIQUÍ,RONDÓN,21,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2002-04-06,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,DUITAMA,21,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNA,PRESENCIAL,TUNJA,T.I.,2000-02-12,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,BOGOTÁ D.C.,23,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-11-16,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,TOPAIPÍ,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1994-08-31,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,29,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,T.I.,2001-11-22,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1999-07-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,DUITAMA,24,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2002-02-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,PAIPA,PAIPA,21,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1997-08-20,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,TIBASOSA,26,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1994-08-20,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,DUITAMA,29,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1991-09-16,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,DUITAMA,32,31+,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2001-02-20,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2000-05-19,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-12-07,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SARAVENA,ARAUQUITA,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,T.I.,2000-05-06,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,VILLANUEVA,VILLANUEVA,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-04-25,M,3,PERDIO CUPO A130/98 ART. 80 LIT. D,TAME,BUCARAMANGA,23,21-25,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,C.C.,1998-03-10,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BUCARAMANGA,BOGOTÁ D.C.,25,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,C.C.,1996-11-01,M,3,PERDIO CUPO A130/98 ART. 80 LIT. B,TURMEQUÉ,TUNJA,27,26-30,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-02-08,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,22,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,T.I.,2002-01-27,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTA D.E,OICATÁ,21,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-08-21,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,OICATÁ,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-02-27,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SAMACÁ,TUNJA,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,C.C.,1999-04-15,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,24,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,T.I.,2002-12-12,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTA D.E,GÜICÁN,21,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,T.I.,2002-07-02,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TURMEQUÉ,NUEVO COLÓN,21,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,C.C.,1996-03-18,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,27,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-07-04,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA AMBIENTAL,DIURNA,PRESENCIAL,TUNJA,C.C.,1995-10-17,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,28,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA AMBIENTAL,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-12-02,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,PIEDECUESTA,PAIPA,23,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA AMBIENTAL,DIURNA,PRESENCIAL,TUNJA,C.C.,1998-02-06,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,VILLA DE LEYVA,SANTA MARTA,25,21-25,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA AMBIENTAL,DIURNA,PRESENCIAL,TUNJA,T.I.,2003-03-17,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TIPACOQUE,TIPACOQUE,20,16-20,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA AMBIENTAL,DIURNA,PRESENCIAL,TUNJA,C.C.,1990-03-22,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTA D.E,TUNJA,33,31+,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,INGENIERIA AMBIENTAL,DIURNA,PRESENCIAL,TUNJA,C.C.,1989-10-25,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,34,31+,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,ARQUITECTURA,EXTENDIDA,PRESENCIAL,TUNJA,T.I.,2001-12-20,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TIBASOSA,DUITAMA,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,ARQUITECTURA,EXTENDIDA,PRESENCIAL,TUNJA,C.C.,2000-08-23,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,EL RETORNO,EL RETORNO,23,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,ARQUITECTURA,EXTENDIDA,PRESENCIAL,TUNJA,C.C.,2000-03-24,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,23,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,ESPECIALIZACION EN ESTRUCTURAS,OTRA,PRESENCIAL,TUNJA,C.C.,1992-07-24,M,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,TUNJA,TUNJA,31,31+,2021.0,1,,,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,ESPECIALIZACION EN BASES DE DATOS,DIURNA,PRESENCIAL,TUNJA,C.C.,1993-03-22,M,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,TUNJA,TUNJA,30,26-30,2021.0,1,,,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,ESPECIALIZACION EN GESTION DE INTEGRIDAD Y CORROSION,EXTENDIDA,VIRTUAL,TUNJA,C.C.,1990-09-10,F,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,TUNJA,TUNJA,33,31+,2021.0,1,,,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,ESPECIALIZACION EN GEOTECNIA,DIURNA,PRESENCIAL,TUNJA,C.C.,1989-07-09,M,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,VILLAVICENCIO,VILLAVICENCIO,34,31+,2021.0,1,,,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,ESPECIALIZACION EN GEOTECNIA,DIURNA,PRESENCIAL,TUNJA,C.C.,1978-05-25,M,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,MIRAFLORES,BOGOTÁ D.C.,45,31+,2021.0,1,,,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,ESPECIALIZACION EN GERENCIA DE PROYECTOS DE CONSTRUCCION,DIURNA,PRESENCIAL,TUNJA,C.C.,1991-08-26,M,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,ACACÍAS,BOGOTÁ D.C.,32,31+,2021.0,1,,,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,MAESTRIA EN INGENIERIA AMBIENTAL,DIURNA,PRESENCIAL,TUNJA,C.C.,1981-08-25,F,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,TUNJA,TUNJA,42,31+,2021.0,1,,,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,TECNICO PROFESIONAL EN PRODUCCION Y TRANSFORMACION DEL ACERO,OTRA,PRESENCIAL,TUNJA,T.I.,2001-04-28,M,3,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,22,21-25,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,INGENIERIA,TECNICO PROFESIONAL EN PRODUCCION Y TRANSFORMACION DEL ACERO,OTRA,PRESENCIAL,TUNJA,T.I.,2003-02-27,F,3,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,GÜICÁN,20,16-20,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,EXTENDIDA,PRESENCIAL,CHIQUINQUIRA,C.C.,1993-09-13,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,CHIQUINQUIRÁ,CHIQUINQUIRÁ,30,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,EXTENDIDA,PRESENCIAL,CHIQUINQUIRA,C.C.,1996-09-01,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,SIMIJACA,SIMIJACA,27,26-30,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,EXTENDIDA,PRESENCIAL,CHIQUINQUIRA,C.C.,2001-01-17,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,RÁQUIRA,RÁQUIRA,22,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,EXTENDIDA,PRESENCIAL,CHIQUINQUIRA,C.C.,1994-06-15,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SABOYÁ,SABOYÁ,29,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,EXTENDIDA,PRESENCIAL,CHIQUINQUIRA,C.C.,1998-01-25,F,1,PERDIO CUPO A130/98 ART. 80 LIT. D,OTANCHE,CHIQUINQUIRÁ,25,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,EXTENDIDA,PRESENCIAL,CHIQUINQUIRA,C.C.,1999-01-16,M,3,PERDIO CUPO A130/98 ART. 80 LIT. D,CHIQUINQUIRÁ,CHIQUINQUIRÁ,24,21-25,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,EXTENDIDA,PRESENCIAL,CHIQUINQUIRA,C.C.,1997-12-20,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,AQUITANIA,AQUITANIA,26,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,EXTENDIDA,PRESENCIAL,CHIQUINQUIRA,C.C.,1998-04-05,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,BOGOTÁ D.C.,25,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,EXTENDIDA,PRESENCIAL,CHIQUINQUIRA,C.C.,1995-07-21,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,CHIQUINQUIRÁ,CHIQUINQUIRÁ,28,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,EXTENDIDA,PRESENCIAL,CHIQUINQUIRA,T.I.,2003-02-28,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,IBAGUÉ,20,16-20,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,EXTENDIDA,PRESENCIAL,CHIQUINQUIRA,C.C.,1998-02-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,CHIQUINQUIRÁ,25,21-25,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,EXTENDIDA,PRESENCIAL,CHIQUINQUIRA,C.C.,1991-10-01,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,32,31+,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,NOCTURNA,PRESENCIAL,CHIQUINQUIRA,C.C.,1989-01-24,F,SIN INFORMACIÓN,PERDIO CUPO A130/98 ART.80 LIT. E,SIMIJACA,SIMIJACA,34,31+,2021.0,1,,,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,NOCTURNA,PRESENCIAL,CHIQUINQUIRA,C.C.,1992-03-23,F,SIN INFORMACIÓN,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,31,31+,2021.0,1,,,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,NOCTURNA,PRESENCIAL,CHIQUINQUIRA,C.C.,1999-01-14,F,3,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,CHIQUINQUIRÁ,24,21-25,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,NOCTURNA,PRESENCIAL,CHIQUINQUIRA,C.C.,1993-01-10,M,SIN INFORMACIÓN,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,CHIQUINQUIRÁ,30,26-30,2021.0,1,,,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,NOCTURNA,PRESENCIAL,CHIQUINQUIRA,C.C.,1995-02-27,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTA D.E,PAUNA,28,26-30,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,NOCTURNA,PRESENCIAL,CHIQUINQUIRA,C.C.,1991-05-01,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,CHIQUINQUIRÁ,32,31+,2021.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,NOCTURNA,PRESENCIAL,CHIQUINQUIRA,C.C.,1993-07-23,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,30,26-30,2021.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER  SEMESTRE DE 2021,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,NOCTURNA,PRESENCIAL,CHIQUINQUIRA,C.C.,1998-05-15,F,1,PERDIO CUPO A130/98 ART. 80 LIT. A,CHIQUINQUIRÁ,CHIQUINQUIRÁ,25,21-25,2021.0,1,1.0,BAJO,UPTC,ACADEMICA,1
