periodo,nombre_facultad,nombre_programa,jornada,modalidad,nombre_sede,tipo_iden_est,fecha_nacimiento,genero,estrato,nombre_estado,origen_geografico,lugar_expedicion,edad,grupo_edad,periodo_año,periodo_semestre,estrato_num,grupo_estrato,institucion,tipo_desercion,es_desertor
SEGUNDO SEMESTRE DE 2024,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,DUITAMA,C.C.,2001-08-17,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,DUITAMA,22,21-25,2024.0,2,1.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,DUITAMA,C.C.,2003-09-16,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BUCARAMANGA,TIBASOSA,20,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,DUITAMA,C.C.,1999-03-16,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,PAZ DE RÍO,24,21-25,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,DUITAMA,C.C.,2002-11-06,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,MANÍ,21,21-25,2024.0,2,1.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,DUITAMA,C.C.,1994-01-26,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTÁ D.C.,PAIPA,29,26-30,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA ELECTRONICA,DIURNA,PRESENCIAL,SOGAMOSO,T.I.,2006-05-20,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,17,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA ELECTRONICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1999-12-13,M,3,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,24,21-25,2024.0,2,3.0,MEDIO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA ELECTRONICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1997-04-16,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,26,26-30,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA ELECTRONICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2002-12-14,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,21,21-25,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA ELECTRONICA,DIURNA,PRESENCIAL,SOGAMOSO,T.I.,2006-05-08,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,17,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA ELECTRONICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2001-07-09,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,SANTA ROSA DE VITERBO,22,21-25,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA ELECTRONICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1990-10-31,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,BUCARAMANGA,33,31+,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA ELECTRONICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1997-09-06,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,YOPAL,YOPAL,26,26-30,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA ELECTRONICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2004-09-11,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,DUITAMA,19,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA GEOLOGICA,DIURNA,PRESENCIAL,SOGAMOSO,T.I.,2003-02-09,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,YOPAL,YOPAL,20,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA GEOLOGICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2003-07-17,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,UMBITA,UMBITA,20,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA GEOLOGICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2004-06-04,F,1,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,19,16-20,2024.0,2,1.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA GEOLOGICA,DIURNA,PRESENCIAL,SOGAMOSO,T.I.,2006-04-29,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,NOBSA,17,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA GEOLOGICA,DIURNA,PRESENCIAL,SOGAMOSO,T.I.,2005-04-27,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,18,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA GEOLOGICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1999-01-13,M,3,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,24,21-25,2024.0,2,3.0,MEDIO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA GEOLOGICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2001-05-09,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOCOTÁ,SOCOTÁ,22,21-25,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA DE MINAS,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2005-06-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,MUZO,18,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA DE MINAS,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2003-08-17,M,3,PERDIO CUPO A130/98 ART.80 LIT. E,VALLEDUPAR,SOGAMOSO,20,16-20,2024.0,2,3.0,MEDIO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA INDUSTRIAL,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2006-03-08,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TIBASOSA,TIBASOSA,17,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA INDUSTRIAL,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1996-08-08,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,TIBASOSA,TIBASOSA,27,26-30,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA INDUSTRIAL,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1993-09-27,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,AGUA DE DIOS,IZA,30,26-30,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA INDUSTRIAL,DIURNA,PRESENCIAL,SOGAMOSO,T.I.,2003-02-19,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,DUITAMA,20,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA INDUSTRIAL,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2000-03-02,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,DUITAMA,DUITAMA,23,21-25,2024.0,2,1.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA INDUSTRIAL,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1986-06-11,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,37,31+,2024.0,2,1.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA INDUSTRIAL,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2002-09-27,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,DUITAMA,21,21-25,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA INDUSTRIAL,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2004-08-07,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,19,16-20,2024.0,2,3.0,MEDIO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2004-09-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,19,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2004-01-31,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,SOGAMOSO,19,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2003-02-11,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,20,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,1970-04-02,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,53,31+,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA DE SISTEMAS Y COMPUTACION,DIURNA,PRESENCIAL,SOGAMOSO,T.I.,2006-08-08,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,AGUAZUL,AGUAZUL,17,16-20,2024.0,2,1.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2003-09-26,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,PAZ DE ARIPORO,DUITAMA,20,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,DIURNA,PRESENCIAL,SOGAMOSO,T.I.,2007-01-27,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,16,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2004-11-23,M,3,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,SOGAMOSO,19,16-20,2024.0,2,3.0,MEDIO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,DIURNA,PRESENCIAL,SOGAMOSO,C.C.,2004-04-25,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,IZA,19,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,ADMINISTRACIÓN DE EMPRESAS,EXTENDIDA,PRESENCIAL,SOGAMOSO,C.C.,2002-10-01,F,1,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,21,21-25,2024.0,2,1.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,ADMINISTRACIÓN DE EMPRESAS,EXTENDIDA,PRESENCIAL,SOGAMOSO,C.C.,1998-05-29,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,25,21-25,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,ADMINISTRACIÓN DE EMPRESAS,EXTENDIDA,PRESENCIAL,SOGAMOSO,C.C.,2004-03-09,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,SOGAMOSO,19,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,ADMINISTRACIÓN DE EMPRESAS,EXTENDIDA,PRESENCIAL,SOGAMOSO,C.C.,1984-08-29,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTÁ D.C.,SOGAMOSO,39,31+,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,ADMINISTRACIÓN DE EMPRESAS,EXTENDIDA,PRESENCIAL,SOGAMOSO,C.C.,2003-04-17,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SANTANA,SANTANA,20,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,ADMINISTRACIÓN DE EMPRESAS,EXTENDIDA,PRESENCIAL,SOGAMOSO,T.I.,2005-10-31,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,CÚCUTA,DUITAMA,18,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,FINANZAS Y COMERCIO INTERNACIONAL,EXTENDIDA,PRESENCIAL,SOGAMOSO,C.C.,2001-04-28,F,3,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,22,21-25,2024.0,2,3.0,MEDIO,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SECCIONAL SOGAMOSO,ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL,OTRA,PRESENCIAL,SOGAMOSO,C.C.,1993-06-18,M,,PERDIO CUPO A 052/2012  ART 15 LIT.A.,DUITAMA,DUITAMA,30,26-30,2024.0,2,,,UPTC,ACADEMICA,1
SEGUNDO SEMESTRE DE 2024,SEDE REGIONAL AGUAZUL,ADMINISTRACIÓN DE EMPRESAS TURISTICAS,DIURNA,PRESENCIAL,AGUAZUL,C.C.,2005-09-02,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,18,16-20,2024.0,2,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,FISICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2004-07-07,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BUCARAMANGA,BUCARAMANGA,19,16-20,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,FISICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2004-12-27,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,19,16-20,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,FISICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2005-09-02,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,TUNJA,18,16-20,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,FISICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2004-09-03,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,19,16-20,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,FISICA,DIURNA,PRESENCIAL,TUNJA,T.I.,2006-11-30,F,1,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,17,16-20,2025.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,FISICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2002-05-25,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTÁ D.C.,SABOYÁ,21,21-25,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,FISICA,DIURNA,PRESENCIAL,TUNJA,T.I.,2006-10-11,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,SIMIJACA,CHIQUINQUIRÁ,17,16-20,2025.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,BIOLOGIA,DIURNA,PRESENCIAL,TUNJA,C.C.,2000-12-18,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,ARCABUCO,ARCABUCO,23,21-25,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2004-10-25,F,3,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,19,16-20,2025.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,T.I.,2007-05-10,M,3,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,16,16-20,2025.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2004-10-27,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,19,16-20,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2004-08-25,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,TUNJA,19,16-20,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2004-06-21,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUTA,19,16-20,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2004-04-23,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,EXTRANJERO,19,16-20,2025.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2002-04-01,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,VILLAVICENCIO,SOGAMOSO,21,21-25,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1999-07-04,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,EL CASTILLO,UMBITA,24,21-25,2025.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2003-09-05,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,TAURAMENA,20,16-20,2025.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,QUIMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,1999-12-10,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,PAZ DE RÍO,TUNJA,24,21-25,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,QUIMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2001-12-27,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,BUSBANZÁ,BUSBANZÁ,22,21-25,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,QUIMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2005-10-06,F,3,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,DUITAMA,18,16-20,2025.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS,MAESTRÍA EN CIENCIAS BIOLÓGICAS,OTRA,PRESENCIAL,TUNJA,C.C.,1985-11-06,M,,PERDIO CUPO A 052/2012  ART 15 LIT.B.,PANQUEBA,SOGAMOSO,38,31+,2025.0,1,,,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS AGROPECUARIAS,INGENIERÍA AGRONOMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2003-11-07,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,20,16-20,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS AGROPECUARIAS,INGENIERÍA AGRONOMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,1996-06-17,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,EL ESPINO,EL ESPINO,27,26-30,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS AGROPECUARIAS,INGENIERÍA AGRONOMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2005-10-09,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,18,16-20,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS AGROPECUARIAS,INGENIERÍA AGRONOMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2004-02-25,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,VILLAPINZÓN,VILLAPINZÓN,19,16-20,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS AGROPECUARIAS,INGENIERÍA AGRONOMICA,DIURNA,PRESENCIAL,TUNJA,C.C.,2004-11-06,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,PORE,PORE,19,16-20,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNA,PRESENCIAL,TUNJA,C.C.,2003-10-23,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,TUNJA,20,16-20,2025.0,1,3.0,MEDIO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNA,PRESENCIAL,TUNJA,C.C.,1995-12-12,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,28,26-30,2025.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,T.I.,2006-07-11,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,RÁQUIRA,17,16-20,2025.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2004-05-07,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,19,16-20,2025.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,2003-07-11,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,BOGOTÁ D.C.,TUNJA,20,16-20,2025.0,1,2.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,C.C.,1990-04-16,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,33,31+,2025.0,1,1.0,BAJO,UPTC,ACADEMICA,1
PRIMER SEMESTRE DE 2025,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,DIURNA,PRESENCIAL,TUNJA,T.I.,2005-12-16,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,18,16-20,2025.0,1,1.0,BAJO,UPTC,ACADEMICA,1
